title,pleiades_uri,talbert_uri
Rome's World: Altaripa,https://pleiades.stoa.org/places/197109,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1558.html
Rome's World: Vlmo,,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1559.html
Rome's World: Ad capsv ivliani,https://pleiades.stoa.org/places/338243,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace156.html
Rome's World: Scarabantio,https://pleiades.stoa.org/places/197501,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1560.html
Rome's World: Sabarie,https://pleiades.stoa.org/places/197498,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1561.html
Rome's World: Arrabone,https://pleiades.stoa.org/places/197140,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1562.html
Rome's World: Advicesimvm,https://pleiades.stoa.org/places/197090,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1563.html
Rome's World: Petavione,https://pleiades.stoa.org/places/197446,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1564.html
Rome's World: Viscellis,https://pleiades.stoa.org/places/197584,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1565.html
Rome's World: Adpontē,https://pleiades.stoa.org/places/197079,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1566.html
Rome's World: Noreia (1),https://pleiades.stoa.org/places/197411,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1567.html
Rome's World: Noreia (1),https://pleiades.stoa.org/places/197411,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1567.html
Rome's World: Matvcaio,https://pleiades.stoa.org/places/197373,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1569.html
"Rome's World: (unnamed / illegible, no. 13)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace157.html
Rome's World: Virvno,https://pleiades.stoa.org/places/197583,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1571.html
Rome's World: Graviacis,https://pleiades.stoa.org/places/187399,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1572.html
Rome's World: Tarnasici,https://pleiades.stoa.org/places/187568,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1573.html
Rome's World: Beliandro,https://pleiades.stoa.org/places/187310,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1574.html
"Rome's World: (unnamed / illegible, no. 20)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1575.html
Rome's World: Tasinemeti,https://pleiades.stoa.org/places/187574,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1576.html
"Rome's World: (unnamed / illegible, no. 21)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1577.html
Rome's World: Saloca,https://pleiades.stoa.org/places/197486,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1579.html
Rome's World: Zaras,https://pleiades.stoa.org/places/334669,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace158.html
Rome's World: Ivenna,https://pleiades.stoa.org/places/197330,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1580.html
Rome's World: Colatione,https://pleiades.stoa.org/places/197218,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1581.html
Rome's World: Vpellis,https://pleiades.stoa.org/places/197565,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1582.html
Rome's World: Celeia,https://pleiades.stoa.org/places/197206,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1583.html
Rome's World: Navporto,https://pleiades.stoa.org/places/197401,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1584.html
Rome's World: Emona,https://pleiades.stoa.org/places/197258,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1585.html
Rome's World: Fl. [ - ? - ],https://pleiades.stoa.org/places/207429,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace3361.html
Rome's World: Adpvblicanos,https://pleiades.stoa.org/places/197081,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1587.html
Rome's World: Adrante,https://pleiades.stoa.org/places/197147,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1588.html
Rome's World: Ragandone,https://pleiades.stoa.org/places/197467,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1589.html
Rome's World: Svvaddvrvsi p̄sidivm,https://pleiades.stoa.org/places/338288,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace159.html
Rome's World: Remista,https://pleiades.stoa.org/places/197468,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1590.html
Rome's World: Aqva viva,https://pleiades.stoa.org/places/197129,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1591.html
Rome's World: Popvlos,https://pleiades.stoa.org/places/197454,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1592.html
Rome's World: Botivo,https://pleiades.stoa.org/places/197326,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1593.html
Rome's World: Sonista,https://pleiades.stoa.org/places/197522,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1594.html
Rome's World: Piretis,https://pleiades.stoa.org/places/197440,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1595.html
Rome's World: Lvntvlis,https://pleiades.stoa.org/places/197348,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1596.html
Rome's World: Iovia,https://pleiades.stoa.org/places/197191,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1597.html
Rome's World: Sirotis,https://pleiades.stoa.org/places/197508,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1598.html
Rome's World: Bolentio,https://pleiades.stoa.org/places/203108,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1599.html
Rome's World: Tigisi,https://pleiades.stoa.org/places/295359,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace16.html
Rome's World: Adcentenarivm,https://pleiades.stoa.org/places/338244,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace160.html
Rome's World: Marinianis,https://pleiades.stoa.org/places/197370,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1600.html
Rome's World: Seronis,https://pleiades.stoa.org/places/197507,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1601.html
Rome's World: Acervone,https://pleiades.stoa.org/places/197057,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1602.html
Rome's World: Adprotoriv̄,https://pleiades.stoa.org/places/197457,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1603.html
Rome's World: Crvcio,https://pleiades.stoa.org/places/197231,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1604.html
Rome's World: Noviodvni,https://pleiades.stoa.org/places/197408,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1605.html
Rome's World: Romvla,https://pleiades.stoa.org/places/197477,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1606.html
Rome's World: Qvadrata,https://pleiades.stoa.org/places/203150,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1607.html
Rome's World: Adfines,https://pleiades.stoa.org/places/197060,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1608.html
Rome's World: Siscia,https://pleiades.stoa.org/places/197504,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1609.html
Rome's World: Ad Dianam,https://pleiades.stoa.org/places/334536,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace161.html
Rome's World: Ad Pretorivm,https://pleiades.stoa.org/places/197080,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1610.html
Rome's World: Pola,https://pleiades.stoa.org/places/197448,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1611.html
Rome's World: Qvaeri,https://pleiades.stoa.org/places/197189,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1612.html
Rome's World: Silvo,https://pleiades.stoa.org/places/197514,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1613.html
Rome's World: Pola,https://pleiades.stoa.org/places/197405,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1611.html
Rome's World: Arsia Fl.,https://pleiades.stoa.org/places/197142,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1615.html
Rome's World: Alvona,https://pleiades.stoa.org/places/197102,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1616.html
Rome's World: Tarsatica,https://pleiades.stoa.org/places/197541,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1617.html
Rome's World: Senia,https://pleiades.stoa.org/places/197505,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1618.html
Rome's World: Adtvrres,https://pleiades.stoa.org/places/197088,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1619.html
"Rome's World: (unnamed / illegible, no. 16)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace162.html
Rome's World: Avendone,https://pleiades.stoa.org/places/197152,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1620.html
Rome's World: Arypio,https://pleiades.stoa.org/places/197143,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1621.html
Rome's World: Epidotio,https://pleiades.stoa.org/places/197264,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1622.html
Rome's World: Ancvs,https://pleiades.stoa.org/places/197112,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1623.html
Rome's World: Avsancalione,https://pleiades.stoa.org/places/197150,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1624.html
Rome's World: Clambetis,https://pleiades.stoa.org/places/197212,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1625.html
Rome's World: Hadre,https://pleiades.stoa.org/places/203129,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1626.html
Rome's World: Bvrno,https://pleiades.stoa.org/places/197184,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1627.html
Rome's World: Iadera,https://pleiades.stoa.org/places/197312,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1628.html
Rome's World: Nedino,https://pleiades.stoa.org/places/197404,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1629.html
"Rome's World: (unnamed / illegible, no. 17)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace163.html
Rome's World: Aserie,https://pleiades.stoa.org/places/197145,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1630.html
"Rome's World: (unnamed / illegible, no. 28)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1631.html
"Rome's World: (unnamed / illegible, no. 29)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1632.html
Rome's World: Sardona,https://pleiades.stoa.org/places/197502,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1633.html
Rome's World: Lvgione,https://pleiades.stoa.org/places/197360,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1634.html
Rome's World: Antiana,https://pleiades.stoa.org/places/197120,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1635.html
Rome's World: Donatianis,https://pleiades.stoa.org/places/197251,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1636.html
Rome's World: Ad Labores,https://pleiades.stoa.org/places/197064,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1637.html
Rome's World: Tittobvrgo,https://pleiades.stoa.org/places/197551,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1638.html
Rome's World: Cornaco,https://pleiades.stoa.org/places/197227,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1639.html
Rome's World: Lampsilii,https://pleiades.stoa.org/places/338272,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace164.html
Rome's World: Cvccio,https://pleiades.stoa.org/places/207058,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1640.html
Rome's World: Milatis,https://pleiades.stoa.org/places/207261,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1641.html
Rome's World: Cvsvm,https://pleiades.stoa.org/places/207061,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1642.html
Rome's World: Acvnvm,https://pleiades.stoa.org/places/206874,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1643.html
Rome's World: Bittio,https://pleiades.stoa.org/places/207392,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1644.html
Rome's World: Bvrgenis,https://pleiades.stoa.org/places/207001,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1645.html
Rome's World: Tavrvno,https://pleiades.stoa.org/places/207488,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1646.html
Rome's World: Conflventib(vs),https://pleiades.stoa.org/places/211424,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1647.html
Rome's World: Singidvno,https://pleiades.stoa.org/places/207443,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1648.html
Rome's World: Berebis,https://pleiades.stoa.org/places/197576,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1649.html
Rome's World: Adlali,https://pleiades.stoa.org/places/338246,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace165.html
Rome's World: Iovallio,https://pleiades.stoa.org/places/197325,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1650.html
Rome's World: Mvrsa minor,https://pleiades.stoa.org/places/197391,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1651.html
Rome's World: Mvrsa maior,https://pleiades.stoa.org/places/197389,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1652.html
Rome's World: Ad Labores Pont Vlcae,https://pleiades.stoa.org/places/197065,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1653.html
"Rome's World: (symbol, no name, no. 37)",https://pleiades.stoa.org/places/197207,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1654.html
Rome's World: Cansilena,https://pleiades.stoa.org/places/197204,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1655.html
Rome's World: Vlmospaneta,https://pleiades.stoa.org/places/207525,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1656.html
Rome's World: Sirmivm,https://pleiades.stoa.org/places/207447,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1657.html
Rome's World: Bassianis,https://pleiades.stoa.org/places/206960,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1658.html
Rome's World: idiminio,https://pleiades.stoa.org/places/207182,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1659.html
Rome's World: Vico Avreli,https://pleiades.stoa.org/places/338302,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace166.html
Rome's World: Servttio,https://pleiades.stoa.org/places/197509,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1660.html
Rome's World: Vrbate,https://pleiades.stoa.org/places/197567,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1661.html
Rome's World: Marsonie,https://pleiades.stoa.org/places/197371,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1662.html
Rome's World: Certis,https://pleiades.stoa.org/places/197209,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1663.html
Rome's World: Adbasante,https://pleiades.stoa.org/places/197058,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1664.html
Rome's World: Saldis,https://pleiades.stoa.org/places/197484,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1665.html
Rome's World: Drinvm fl.,https://pleiades.stoa.org/places/207099,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1666.html
Rome's World: Gensis,https://pleiades.stoa.org/places/207126,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1667.html
Rome's World: Addrinvm,https://pleiades.stoa.org/places/206877,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1668.html
Rome's World: Argentaria,https://pleiades.stoa.org/places/211410,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1669.html
Rome's World: Lamasbva,https://pleiades.stoa.org/places/334569,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace167.html
Rome's World: Adfines,https://pleiades.stoa.org/places/197061,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1670.html
Rome's World: Casra,https://pleiades.stoa.org/places/197197,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1671.html
Rome's World: Lamatis,https://pleiades.stoa.org/places/197093,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1672.html
Rome's World: Levsaba,https://pleiades.stoa.org/places/197350,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1673.html
Rome's World: Baloie,https://pleiades.stoa.org/places/197158,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1674.html
Rome's World: Indenea,https://pleiades.stoa.org/places/197322,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1675.html
Rome's World: Sarvte,https://pleiades.stoa.org/places/197497,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1676.html
Rome's World: Iovnaria,https://pleiades.stoa.org/places/197324,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1677.html
Rome's World: Baridvo,https://pleiades.stoa.org/places/197159,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1678.html
Rome's World: Inalperio,https://pleiades.stoa.org/places/197318,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1679.html
Rome's World: Lambiridi,https://pleiades.stoa.org/places/334572,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace168.html
Rome's World: Aeqvo,https://pleiades.stoa.org/places/197095,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1680.html
Rome's World: Salona,https://pleiades.stoa.org/places/197488,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1681.html
Rome's World: Promona,https://pleiades.stoa.org/places/197458,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1682.html
Rome's World: Magno,https://pleiades.stoa.org/places/197534,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1683.html
Rome's World: Andretio,https://pleiades.stoa.org/places/197115,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1684.html
Rome's World: Tilvrio,https://pleiades.stoa.org/places/197552,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1686.html
Rome's World: Ad Libros,https://pleiades.stoa.org/places/197068,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1687.html
Rome's World: Inmonte Bvlsinio,https://pleiades.stoa.org/places/197321,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1689.html
Rome's World: Lambese,https://pleiades.stoa.org/places/334570,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace169.html
Rome's World: Bistve vetvs,https://pleiades.stoa.org/places/197171,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1690.html
Rome's World: Admatricem,https://pleiades.stoa.org/places/197071,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1691.html
Rome's World: Bistve Nova,https://pleiades.stoa.org/places/197170,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1692.html
Rome's World: Stanecli,https://pleiades.stoa.org/places/197528,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1693.html
Rome's World: Billvbio,https://pleiades.stoa.org/places/203106,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1694.html
Rome's World: Adnovas,https://pleiades.stoa.org/places/197413,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1695.html
Rome's World: Ad Fvsciana,https://pleiades.stoa.org/places/197148,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1696.html
Rome's World: Bigeste,https://pleiades.stoa.org/places/197167,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1697.html
Rome's World: Narona,https://pleiades.stoa.org/places/197400,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1698.html
Rome's World: Adtvrres,https://pleiades.stoa.org/places/197089,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1699.html
Rome's World: Lambafvdi,https://pleiades.stoa.org/places/334571,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace170.html
Rome's World: Dilvnto,https://pleiades.stoa.org/places/197247,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1700.html
Rome's World: Pardva,https://pleiades.stoa.org/places/197426,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1701.html
Rome's World: Ad zizio,https://pleiades.stoa.org/places/197091,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1702.html
Rome's World: Epetio,https://pleiades.stoa.org/places/197262,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1703.html
Rome's World: Oneo,https://pleiades.stoa.org/places/197419,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1704.html
Rome's World: Inaronia,https://pleiades.stoa.org/places/197386,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1705.html
Rome's World: Araegenve,https://pleiades.stoa.org/places/197169,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace644.html
Rome's World: Spalato,https://pleiades.stoa.org/places/197524,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1707.html
Rome's World: Addiana,https://pleiades.stoa.org/places/197059,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1708.html
"Rome's World: (unnamed / illegible, no. 36)",,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1709.html
Rome's World: Thamvgadi,https://pleiades.stoa.org/places/334636,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace171.html
Rome's World: Adpretorvm,https://pleiades.stoa.org/places/203148,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1710.html
Rome's World: Lorano,,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1711.html
Rome's World: ragvrio,https://pleiades.stoa.org/places/197555,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1712.html
Rome's World: Siclis,https://pleiades.stoa.org/places/197511,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1713.html
Rome's World: Tricornio,https://pleiades.stoa.org/places/207515,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1714.html
Rome's World: Monte avreo,https://pleiades.stoa.org/places/206938,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1715.html
Rome's World: Margvm Fl.,https://pleiades.stoa.org/places/207267,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1716.html
Rome's World: Viminatio,https://pleiades.stoa.org/places/207549,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1717.html
Rome's World: Lederata,https://pleiades.stoa.org/places/207237,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1718.html
Rome's World: apo Fl.,https://pleiades.stoa.org/places/206925,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1719.html
Rome's World: Popleto,https://pleiades.stoa.org/places/338281,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace172.html
Rome's World: Arcidava,https://pleiades.stoa.org/places/206933,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1720.html
Rome's World: Centv̄ Pvtea,https://pleiades.stoa.org/places/207024,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1721.html
Rome's World: Bersovia,https://pleiades.stoa.org/places/206963,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1722.html
Rome's World: Azizis,https://pleiades.stoa.org/places/206899,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1723.html
Rome's World: Capvt bvbali,https://pleiades.stoa.org/places/207009,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1724.html
Rome's World: Tivisco,https://pleiades.stoa.org/places/207495,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1725.html
Rome's World: Pvnicvm,https://pleiades.stoa.org/places/207345,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1726.html
Rome's World: Vico cvppe,https://pleiades.stoa.org/places/207060,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1727.html
Rome's World: Adnovas,https://pleiades.stoa.org/places/207310,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1728.html
Rome's World: Adscrofvlas,https://pleiades.stoa.org/places/206891,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1729.html
Rome's World: Liviana,https://pleiades.stoa.org/places/338274,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace173.html
Rome's World: Faliatis,https://pleiades.stoa.org/places/207485,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1730.html
Rome's World: Tierva,https://pleiades.stoa.org/places/207078,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1731.html
Rome's World: Admediā,https://pleiades.stoa.org/places/206884,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1732.html
Rome's World: Pretorio,https://pleiades.stoa.org/places/207364,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1733.html
Rome's World: Ad Pannonios,https://pleiades.stoa.org/places/206890,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1734.html
Rome's World: Gaganis,https://pleiades.stoa.org/places/207122,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1735.html
Rome's World: Masclianis,https://pleiades.stoa.org/places/207270,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1736.html
Rome's World: Tivisco,https://pleiades.stoa.org/places/207495,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1725.html
Rome's World: Agnavi(a)e,https://pleiades.stoa.org/places/206897,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1738.html
Rome's World: Ponte Avgvsti,https://pleiades.stoa.org/places/207357,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1739.html
Rome's World: Zyrnas maseli,https://pleiades.stoa.org/places/338307,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace174.html
Rome's World: Sarmategte,https://pleiades.stoa.org/places/207527,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1740.html
Rome's World: Adaqvas,https://pleiades.stoa.org/places/206928,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1741.html
Rome's World: Petris,https://pleiades.stoa.org/places/207340,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1742.html
Rome's World: Germizera,https://pleiades.stoa.org/places/207129,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1743.html
Rome's World: Blandiana,https://pleiades.stoa.org/places/206970,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1744.html
Rome's World: Apvla,https://pleiades.stoa.org/places/206927,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1745.html
Rome's World: Gervlatis,https://pleiades.stoa.org/places/207130,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1746.html
Rome's World: Vnam,https://pleiades.stoa.org/places/207529,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1747.html
Rome's World: Egeta,https://pleiades.stoa.org/places/207107,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1748.html
Rome's World: Drvbetis,https://pleiades.stoa.org/places/207100,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1749.html
Rome's World: Adcahalis,https://pleiades.stoa.org/places/703650071,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace175.html
Rome's World: Amvtria,https://pleiades.stoa.org/places/206886,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1750.html
Rome's World: Pelendova,https://pleiades.stoa.org/places/207336,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1751.html
Rome's World: Castris novis,https://pleiades.stoa.org/places/222030,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1752.html
Rome's World: Romvla,https://pleiades.stoa.org/places/216958,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1753.html
Rome's World: Acidava,https://pleiades.stoa.org/places/216691,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1754.html
Rome's World: Rvsidava,https://pleiades.stoa.org/places/216962,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1755.html
