title,pleiades_uri,,tp_online_uri
TP-Online: Tarnasici,https://pleiades.stoa.org/places/187568,,https://tp-online.ku.de/trefferanzeige_en.php?id=625
TP-Online: Beliandro,https://pleiades.stoa.org/places/187310,,https://tp-online.ku.de/trefferanzeige_en.php?id=626
"TP-Online: (unnamed / illegible, no. 20)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=627
TP-Online: Tasinemeti,https://pleiades.stoa.org/places/187574,,https://tp-online.ku.de/trefferanzeige_en.php?id=628
"TP-Online: (unnamed / illegible, no. 21)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=629
TP-Online: Saloca,https://pleiades.stoa.org/places/197486,,https://tp-online.ku.de/trefferanzeige_en.php?id=631
TP-Online: Zaras,https://pleiades.stoa.org/places/334669,,https://tp-online.ku.de/trefferanzeige_en.php?id=632
TP-Online: Iuenna,https://pleiades.stoa.org/places/197330,,https://tp-online.ku.de/trefferanzeige_en.php?id=633
TP-Online: Colatione,https://pleiades.stoa.org/places/197218,,https://tp-online.ku.de/trefferanzeige_en.php?id=634
TP-Online: Upellis,https://pleiades.stoa.org/places/197565,,https://tp-online.ku.de/trefferanzeige_en.php?id=635
TP-Online: Celeia,https://pleiades.stoa.org/places/197206,,https://tp-online.ku.de/trefferanzeige_en.php?id=636
TP-Online: Nauporto,https://pleiades.stoa.org/places/197401,,https://tp-online.ku.de/trefferanzeige_en.php?id=637
TP-Online: Emona,https://pleiades.stoa.org/places/197258,,https://tp-online.ku.de/trefferanzeige_en.php?id=638
TP-Online: Savo Flumen,https://pleiades.stoa.org/places/207429,,https://tp-online.ku.de/trefferanzeige_en.php?id=639
TP-Online: Adpublicanos (Ad Publicanos),https://pleiades.stoa.org/places/197081,,https://tp-online.ku.de/trefferanzeige_en.php?id=640
TP-Online: Adrante,https://pleiades.stoa.org/places/197147,,https://tp-online.ku.de/trefferanzeige_en.php?id=641
TP-Online: Ragandone,https://pleiades.stoa.org/places/197467,,https://tp-online.ku.de/trefferanzeige_en.php?id=642
TP-Online: Swaddurusi Praesidium,https://pleiades.stoa.org/places/338288,,https://tp-online.ku.de/trefferanzeige_en.php?id=643
TP-Online: Remista,https://pleiades.stoa.org/places/197468,,https://tp-online.ku.de/trefferanzeige_en.php?id=644
TP-Online: Aqua viva,https://pleiades.stoa.org/places/197129,,https://tp-online.ku.de/trefferanzeige_en.php?id=645
TP-Online: Populos,https://pleiades.stoa.org/places/197454,,https://tp-online.ku.de/trefferanzeige_en.php?id=646
TP-Online: Botiuo (Botivo),https://pleiades.stoa.org/places/197326,,https://tp-online.ku.de/trefferanzeige_en.php?id=647
TP-Online: Sonista,https://pleiades.stoa.org/places/197522,,https://tp-online.ku.de/trefferanzeige_en.php?id=648
TP-Online: Piretis,https://pleiades.stoa.org/places/197440,,https://tp-online.ku.de/trefferanzeige_en.php?id=649
TP-Online: Luntulis,https://pleiades.stoa.org/places/197348,,https://tp-online.ku.de/trefferanzeige_en.php?id=650
TP-Online: Iouia,https://pleiades.stoa.org/places/197191,,https://tp-online.ku.de/trefferanzeige_en.php?id=651
TP-Online: Sirotis,https://pleiades.stoa.org/places/197508,,https://tp-online.ku.de/trefferanzeige_en.php?id=652
TP-Online: Bolentio,https://pleiades.stoa.org/places/203108,,https://tp-online.ku.de/trefferanzeige_en.php?id=653
TP-Online: Tigisi,https://pleiades.stoa.org/places/295359,,https://tp-online.ku.de/trefferanzeige_en.php?id=654
TP-Online: Ad Centenarium,https://pleiades.stoa.org/places/338244,,https://tp-online.ku.de/trefferanzeige_en.php?id=655
TP-Online: Marinianis,https://pleiades.stoa.org/places/197370,,https://tp-online.ku.de/trefferanzeige_en.php?id=656
TP-Online: Seronis,https://pleiades.stoa.org/places/197507,,https://tp-online.ku.de/trefferanzeige_en.php?id=657
TP-Online: Aceruone,https://pleiades.stoa.org/places/197057,,https://tp-online.ku.de/trefferanzeige_en.php?id=658
TP-Online: Ad Protorium,https://pleiades.stoa.org/places/197457,,https://tp-online.ku.de/trefferanzeige_en.php?id=659
TP-Online: Crucio,https://pleiades.stoa.org/places/197231,,https://tp-online.ku.de/trefferanzeige_en.php?id=660
TP-Online: Nouioduni (Novioduni),https://pleiades.stoa.org/places/197408,,https://tp-online.ku.de/trefferanzeige_en.php?id=661
TP-Online: Romula,https://pleiades.stoa.org/places/197477,,https://tp-online.ku.de/trefferanzeige_en.php?id=662
TP-Online: Quadrata,https://pleiades.stoa.org/places/203150,,https://tp-online.ku.de/trefferanzeige_en.php?id=663
TP-Online: Ad Fines,https://pleiades.stoa.org/places/197060,,https://tp-online.ku.de/trefferanzeige_en.php?id=664
TP-Online: Siscia,https://pleiades.stoa.org/places/197504,,https://tp-online.ku.de/trefferanzeige_en.php?id=665
TP-Online: Ad Dianam,https://pleiades.stoa.org/places/334536,,https://tp-online.ku.de/trefferanzeige_en.php?id=666
TP-Online: Ad Praetorium,https://pleiades.stoa.org/places/197080,,https://tp-online.ku.de/trefferanzeige_en.php?id=667
TP-Online: Pola,https://pleiades.stoa.org/places/197448,,https://tp-online.ku.de/trefferanzeige_en.php?id=668
TP-Online: Quaeri,https://pleiades.stoa.org/places/197189,,https://tp-online.ku.de/trefferanzeige_en.php?id=669
TP-Online: Siluo (Silvo),https://pleiades.stoa.org/places/197514,,https://tp-online.ku.de/trefferanzeige_en.php?id=670
TP-Online: [Nesatio]/Pola,https://pleiades.stoa.org/places/197405,,https://tp-online.ku.de/trefferanzeige_en.php?id=671
TP-Online: Arsia Fluvius,https://pleiades.stoa.org/places/197142,,https://tp-online.ku.de/trefferanzeige_en.php?id=672
TP-Online: Alvona,https://pleiades.stoa.org/places/197102,,https://tp-online.ku.de/trefferanzeige_en.php?id=673
TP-Online: Tarsatica,https://pleiades.stoa.org/places/197541,,https://tp-online.ku.de/trefferanzeige_en.php?id=674
TP-Online: Senia,https://pleiades.stoa.org/places/197505,,https://tp-online.ku.de/trefferanzeige_en.php?id=675
TP-Online: Ad Turres,https://pleiades.stoa.org/places/197088,,https://tp-online.ku.de/trefferanzeige_en.php?id=676
"TP-Online: (unnamed / illegible, no. 16)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=677
TP-Online: Avendone,https://pleiades.stoa.org/places/197152,,https://tp-online.ku.de/trefferanzeige_en.php?id=678
TP-Online: Arypio,https://pleiades.stoa.org/places/197143,,https://tp-online.ku.de/trefferanzeige_en.php?id=679
TP-Online: Epidotio,https://pleiades.stoa.org/places/197264,,https://tp-online.ku.de/trefferanzeige_en.php?id=680
TP-Online: Ancus,https://pleiades.stoa.org/places/197112,,https://tp-online.ku.de/trefferanzeige_en.php?id=681
TP-Online: Ausancalione,https://pleiades.stoa.org/places/197150,,https://tp-online.ku.de/trefferanzeige_en.php?id=682
TP-Online: Clambetis,https://pleiades.stoa.org/places/197212,,https://tp-online.ku.de/trefferanzeige_en.php?id=683
TP-Online: Hadre,https://pleiades.stoa.org/places/203129,,https://tp-online.ku.de/trefferanzeige_en.php?id=684
TP-Online: Burno,https://pleiades.stoa.org/places/197184,,https://tp-online.ku.de/trefferanzeige_en.php?id=685
TP-Online: Iadera,https://pleiades.stoa.org/places/197312,,https://tp-online.ku.de/trefferanzeige_en.php?id=686
TP-Online: Nedino,https://pleiades.stoa.org/places/197404,,https://tp-online.ku.de/trefferanzeige_en.php?id=687
"TP-Online: (unnamed / illegible, no. 17) [Casae] (Miller)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=688
TP-Online: Aserie,https://pleiades.stoa.org/places/197145,,https://tp-online.ku.de/trefferanzeige_en.php?id=689
"TP-Online: (unnamed / illegible, no. 28)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=690
"TP-Online: (unnamed / illegible, no. 29)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=691
TP-Online: Sardona,https://pleiades.stoa.org/places/197502,,https://tp-online.ku.de/trefferanzeige_en.php?id=692
TP-Online: Lugione,https://pleiades.stoa.org/places/197360,,https://tp-online.ku.de/trefferanzeige_en.php?id=693
TP-Online: Antiana,https://pleiades.stoa.org/places/197120,,https://tp-online.ku.de/trefferanzeige_en.php?id=694
TP-Online: Donatianis,https://pleiades.stoa.org/places/197251,,https://tp-online.ku.de/trefferanzeige_en.php?id=695
TP-Online: Ad Labores,https://pleiades.stoa.org/places/197064,,https://tp-online.ku.de/trefferanzeige_en.php?id=696
TP-Online: Tittoburgo,https://pleiades.stoa.org/places/197551,,https://tp-online.ku.de/trefferanzeige_en.php?id=697
TP-Online: Cornaco,https://pleiades.stoa.org/places/197227,,https://tp-online.ku.de/trefferanzeige_en.php?id=698
TP-Online: Lampsilii,https://pleiades.stoa.org/places/338272,,https://tp-online.ku.de/trefferanzeige_en.php?id=699
TP-Online: Cuccio,https://pleiades.stoa.org/places/207058,,https://tp-online.ku.de/trefferanzeige_en.php?id=700
TP-Online: Milatis,https://pleiades.stoa.org/places/207261,,https://tp-online.ku.de/trefferanzeige_en.php?id=701
TP-Online: Cusum,https://pleiades.stoa.org/places/207061,,https://tp-online.ku.de/trefferanzeige_en.php?id=702
TP-Online: Acunum,https://pleiades.stoa.org/places/206874,,https://tp-online.ku.de/trefferanzeige_en.php?id=703
TP-Online: Bittio,https://pleiades.stoa.org/places/207392,,https://tp-online.ku.de/trefferanzeige_en.php?id=704
TP-Online: Burgenis,https://pleiades.stoa.org/places/207001,,https://tp-online.ku.de/trefferanzeige_en.php?id=705
TP-Online: Tauruno,https://pleiades.stoa.org/places/207488,,https://tp-online.ku.de/trefferanzeige_en.php?id=706
TP-Online: Confluentibus,https://pleiades.stoa.org/places/211424,,https://tp-online.ku.de/trefferanzeige_en.php?id=707
TP-Online: Singiduno,https://pleiades.stoa.org/places/207443,,https://tp-online.ku.de/trefferanzeige_en.php?id=708
TP-Online: Berebis,https://pleiades.stoa.org/places/197576,,https://tp-online.ku.de/trefferanzeige_en.php?id=709
TP-Online: Adlali,https://pleiades.stoa.org/places/338246,,https://tp-online.ku.de/trefferanzeige_en.php?id=710
TP-Online: Iouallio (Iovallio),https://pleiades.stoa.org/places/197325,,https://tp-online.ku.de/trefferanzeige_en.php?id=711
TP-Online: Mursa Minor,https://pleiades.stoa.org/places/197391,,https://tp-online.ku.de/trefferanzeige_en.php?id=712
TP-Online: Mursa Maior,https://pleiades.stoa.org/places/197389,,https://tp-online.ku.de/trefferanzeige_en.php?id=713
TP-Online: Ad Labores Ponte Ulcae,https://pleiades.stoa.org/places/197065,,https://tp-online.ku.de/trefferanzeige_en.php?id=714
TP-Online: [Cibale] (Miller),https://pleiades.stoa.org/places/197207,,https://tp-online.ku.de/trefferanzeige_en.php?id=715
TP-Online: Cansilena,https://pleiades.stoa.org/places/197204,,https://tp-online.ku.de/trefferanzeige_en.php?id=716
TP-Online: Vlmospaneta (Ulmo Spaneta),https://pleiades.stoa.org/places/207525,,https://tp-online.ku.de/trefferanzeige_en.php?id=717
TP-Online: Sirmium,https://pleiades.stoa.org/places/207447,,https://tp-online.ku.de/trefferanzeige_en.php?id=718
TP-Online: Bassianis,https://pleiades.stoa.org/places/206960,,https://tp-online.ku.de/trefferanzeige_en.php?id=719
TP-Online: idiminio (Idiminio),https://pleiades.stoa.org/places/207182,,https://tp-online.ku.de/trefferanzeige_en.php?id=720
TP-Online: Vicus Aureli,https://pleiades.stoa.org/places/338302,,https://tp-online.ku.de/trefferanzeige_en.php?id=721
TP-Online: Seruttio (Servitio),https://pleiades.stoa.org/places/197509,,https://tp-online.ku.de/trefferanzeige_en.php?id=722
TP-Online: Vrbate (Urbate),https://pleiades.stoa.org/places/197567,,https://tp-online.ku.de/trefferanzeige_en.php?id=723
TP-Online: Marsonie,https://pleiades.stoa.org/places/197371,,https://tp-online.ku.de/trefferanzeige_en.php?id=724
TP-Online: Certis,https://pleiades.stoa.org/places/197209,,https://tp-online.ku.de/trefferanzeige_en.php?id=725
TP-Online: Adbasante (Ad Basante),https://pleiades.stoa.org/places/197058,,https://tp-online.ku.de/trefferanzeige_en.php?id=726
TP-Online: Saldis,https://pleiades.stoa.org/places/197484,,https://tp-online.ku.de/trefferanzeige_en.php?id=727
TP-Online: Drinum fluvius,https://pleiades.stoa.org/places/207099,,https://tp-online.ku.de/trefferanzeige_en.php?id=728
TP-Online: Gensis,https://pleiades.stoa.org/places/207126,,https://tp-online.ku.de/trefferanzeige_en.php?id=729
TP-Online: Ad drinum,https://pleiades.stoa.org/places/206877,,https://tp-online.ku.de/trefferanzeige_en.php?id=730
TP-Online: Argentaria,https://pleiades.stoa.org/places/211410,,https://tp-online.ku.de/trefferanzeige_en.php?id=731
TP-Online: Lamasbua,https://pleiades.stoa.org/places/334569,,https://tp-online.ku.de/trefferanzeige_en.php?id=732
TP-Online: Ad Fines,https://pleiades.stoa.org/places/197061,,https://tp-online.ku.de/trefferanzeige_en.php?id=733
TP-Online: Casra,https://pleiades.stoa.org/places/197197,,https://tp-online.ku.de/trefferanzeige_en.php?id=734
TP-Online: Lamatis,https://pleiades.stoa.org/places/197093,,https://tp-online.ku.de/trefferanzeige_en.php?id=735
TP-Online: Leusaba,https://pleiades.stoa.org/places/197350,,https://tp-online.ku.de/trefferanzeige_en.php?id=736
TP-Online: Baloie,https://pleiades.stoa.org/places/197158,,https://tp-online.ku.de/trefferanzeige_en.php?id=737
TP-Online: Indenea,https://pleiades.stoa.org/places/197322,,https://tp-online.ku.de/trefferanzeige_en.php?id=738
TP-Online: Sarute,https://pleiades.stoa.org/places/197497,,https://tp-online.ku.de/trefferanzeige_en.php?id=739
TP-Online: Ionnaria,https://pleiades.stoa.org/places/197324,,https://tp-online.ku.de/trefferanzeige_en.php?id=740
TP-Online: Bariduo,https://pleiades.stoa.org/places/197159,,https://tp-online.ku.de/trefferanzeige_en.php?id=741
TP-Online: Inalperio (In Alperio),https://pleiades.stoa.org/places/197318,,https://tp-online.ku.de/trefferanzeige_en.php?id=742
TP-Online: Lambiridi,https://pleiades.stoa.org/places/334572,,https://tp-online.ku.de/trefferanzeige_en.php?id=743
TP-Online: Aeqvo (Aequo),https://pleiades.stoa.org/places/197095,,https://tp-online.ku.de/trefferanzeige_en.php?id=744
TP-Online: Salona,https://pleiades.stoa.org/places/197488,,https://tp-online.ku.de/trefferanzeige_en.php?id=745
TP-Online: Promona,https://pleiades.stoa.org/places/197458,,https://tp-online.ku.de/trefferanzeige_en.php?id=746
TP-Online: Magno,https://pleiades.stoa.org/places/197534,,https://tp-online.ku.de/trefferanzeige_en.php?id=747
TP-Online: Andretio,https://pleiades.stoa.org/places/197115,,https://tp-online.ku.de/trefferanzeige_en.php?id=748
TP-Online: Tilurio,https://pleiades.stoa.org/places/197552,,https://tp-online.ku.de/trefferanzeige_en.php?id=749
TP-Online: Ad Libros,https://pleiades.stoa.org/places/197068,,https://tp-online.ku.de/trefferanzeige_en.php?id=750
TP-Online: Inmonte Bulsinio,https://pleiades.stoa.org/places/197321,,https://tp-online.ku.de/trefferanzeige_en.php?id=751
TP-Online: Lambese,https://pleiades.stoa.org/places/334570,,https://tp-online.ku.de/trefferanzeige_en.php?id=752
TP-Online: Bistue vetus,https://pleiades.stoa.org/places/197171,,https://tp-online.ku.de/trefferanzeige_en.php?id=753
TP-Online: Ad Matricem,https://pleiades.stoa.org/places/197071,,https://tp-online.ku.de/trefferanzeige_en.php?id=754
TP-Online: Bistua nova,https://pleiades.stoa.org/places/197170,,https://tp-online.ku.de/trefferanzeige_en.php?id=755
TP-Online: Stanecli,https://pleiades.stoa.org/places/197528,,https://tp-online.ku.de/trefferanzeige_en.php?id=756
TP-Online: Billubio,https://pleiades.stoa.org/places/203106,,https://tp-online.ku.de/trefferanzeige_en.php?id=757
TP-Online: Adnovas (Ad Novas),https://pleiades.stoa.org/places/197413,,https://tp-online.ku.de/trefferanzeige_en.php?id=758
TP-Online: Ad Fusciana,https://pleiades.stoa.org/places/197148,,https://tp-online.ku.de/trefferanzeige_en.php?id=759
TP-Online: Bigeste,https://pleiades.stoa.org/places/197167,,https://tp-online.ku.de/trefferanzeige_en.php?id=760
TP-Online: Narona,https://pleiades.stoa.org/places/197400,,https://tp-online.ku.de/trefferanzeige_en.php?id=761
TP-Online: Ad Turres,https://pleiades.stoa.org/places/197089,,https://tp-online.ku.de/trefferanzeige_en.php?id=762
TP-Online: Lambafudi,https://pleiades.stoa.org/places/334571,,https://tp-online.ku.de/trefferanzeige_en.php?id=763
TP-Online: Dilunto,https://pleiades.stoa.org/places/197247,,https://tp-online.ku.de/trefferanzeige_en.php?id=764
TP-Online: Pardua,https://pleiades.stoa.org/places/197426,,https://tp-online.ku.de/trefferanzeige_en.php?id=765
TP-Online: Ad zizio,https://pleiades.stoa.org/places/197091,,https://tp-online.ku.de/trefferanzeige_en.php?id=766
TP-Online: Epetio,https://pleiades.stoa.org/places/197262,,https://tp-online.ku.de/trefferanzeige_en.php?id=767
TP-Online: Oneo,https://pleiades.stoa.org/places/197419,,https://tp-online.ku.de/trefferanzeige_en.php?id=768
TP-Online: Inaronia (In Aronia),https://pleiades.stoa.org/places/197386,,https://tp-online.ku.de/trefferanzeige_en.php?id=769
TP-Online: [Biston] (Miller),https://pleiades.stoa.org/places/197169,,https://tp-online.ku.de/trefferanzeige_en.php?id=770
TP-Online: Spalato,https://pleiades.stoa.org/places/197524,,https://tp-online.ku.de/trefferanzeige_en.php?id=771
TP-Online: Ad Dianam,https://pleiades.stoa.org/places/197059,,https://tp-online.ku.de/trefferanzeige_en.php?id=772
"TP-Online: (unnamed / illegible, no. 36)",,,https://tp-online.ku.de/trefferanzeige_en.php?id=773
TP-Online: Thamugadi,https://pleiades.stoa.org/places/334636,,https://tp-online.ku.de/trefferanzeige_en.php?id=774
TP-Online: Ad pretorum,https://pleiades.stoa.org/places/203148,,https://tp-online.ku.de/trefferanzeige_en.php?id=775
TP-Online: Lorano,,,https://tp-online.ku.de/trefferanzeige_en.php?id=776
TP-Online: Ragurio,https://pleiades.stoa.org/places/197555,,https://tp-online.ku.de/trefferanzeige_en.php?id=777
TP-Online: Siclis,https://pleiades.stoa.org/places/197511,,https://tp-online.ku.de/trefferanzeige_en.php?id=778
TP-Online: Tricornio,https://pleiades.stoa.org/places/207515,,https://tp-online.ku.de/trefferanzeige_en.php?id=779
TP-Online: Monte aureo,https://pleiades.stoa.org/places/206938,,https://tp-online.ku.de/trefferanzeige_en.php?id=780
TP-Online: Margum Flumen,https://pleiades.stoa.org/places/207267,,https://tp-online.ku.de/trefferanzeige_en.php?id=781
TP-Online: Viminatio,https://pleiades.stoa.org/places/207549,,https://tp-online.ku.de/trefferanzeige_en.php?id=782
TP-Online: Lederata,https://pleiades.stoa.org/places/207237,,https://tp-online.ku.de/trefferanzeige_en.php?id=783
TP-Online: apo Flumen (Apo Flumen),https://pleiades.stoa.org/places/206925,,https://tp-online.ku.de/trefferanzeige_en.php?id=784
TP-Online: Popleto,https://pleiades.stoa.org/places/338281,,https://tp-online.ku.de/trefferanzeige_en.php?id=785
TP-Online: Arcidaua (Arcidava),https://pleiades.stoa.org/places/206933,,https://tp-online.ku.de/trefferanzeige_en.php?id=786
TP-Online: Centum Putea,https://pleiades.stoa.org/places/207024,,https://tp-online.ku.de/trefferanzeige_en.php?id=787
TP-Online: Bersouia (Bersovia),https://pleiades.stoa.org/places/206963,,https://tp-online.ku.de/trefferanzeige_en.php?id=788
TP-Online: Azizis,https://pleiades.stoa.org/places/206899,,https://tp-online.ku.de/trefferanzeige_en.php?id=789
TP-Online: Caput bubali,https://pleiades.stoa.org/places/207009,,https://tp-online.ku.de/trefferanzeige_en.php?id=790
TP-Online: Tivisco,https://pleiades.stoa.org/places/207495,,https://tp-online.ku.de/trefferanzeige_en.php?id=791
TP-Online: Punicum,https://pleiades.stoa.org/places/207345,,https://tp-online.ku.de/trefferanzeige_en.php?id=792
TP-Online: Vicus Cuppe,https://pleiades.stoa.org/places/207060,,https://tp-online.ku.de/trefferanzeige_en.php?id=793
TP-Online: Ad nouas,https://pleiades.stoa.org/places/207310,,https://tp-online.ku.de/trefferanzeige_en.php?id=794
TP-Online: Adscrofulas (Ad Scrofulas),https://pleiades.stoa.org/places/206891,,https://tp-online.ku.de/trefferanzeige_en.php?id=795
TP-Online: Liuiana,https://pleiades.stoa.org/places/338274,,https://tp-online.ku.de/trefferanzeige_en.php?id=796
TP-Online: Faliatis,https://pleiades.stoa.org/places/207485,,https://tp-online.ku.de/trefferanzeige_en.php?id=797
TP-Online: Tierua,https://pleiades.stoa.org/places/207078,,https://tp-online.ku.de/trefferanzeige_en.php?id=798
TP-Online: Admediam (Ad Mediam),https://pleiades.stoa.org/places/206884,,https://tp-online.ku.de/trefferanzeige_en.php?id=799
TP-Online: Pretorio,https://pleiades.stoa.org/places/207364,,https://tp-online.ku.de/trefferanzeige_en.php?id=800
TP-Online: Ad Pannonios,https://pleiades.stoa.org/places/206890,,https://tp-online.ku.de/trefferanzeige_en.php?id=801
TP-Online: Gaganis,https://pleiades.stoa.org/places/207122,,https://tp-online.ku.de/trefferanzeige_en.php?id=802
TP-Online: Masclianis,https://pleiades.stoa.org/places/207270,,https://tp-online.ku.de/trefferanzeige_en.php?id=803
TP-Online: Tivisco,https://pleiades.stoa.org/places/207495,,https://tp-online.ku.de/trefferanzeige_en.php?id=804
TP-Online: Agnaviae,https://pleiades.stoa.org/places/206897,,https://tp-online.ku.de/trefferanzeige_en.php?id=805
TP-Online: Ponte Augusti,https://pleiades.stoa.org/places/207357,,https://tp-online.ku.de/trefferanzeige_en.php?id=806
TP-Online: Zyrnas maseli,https://pleiades.stoa.org/places/338307,,https://tp-online.ku.de/trefferanzeige_en.php?id=807
TP-Online: Sarmategte,https://pleiades.stoa.org/places/207527,,https://tp-online.ku.de/trefferanzeige_en.php?id=808
TP-Online: Ad Aquas,https://pleiades.stoa.org/places/206928,,https://tp-online.ku.de/trefferanzeige_en.php?id=809
TP-Online: Petris,https://pleiades.stoa.org/places/207340,,https://tp-online.ku.de/trefferanzeige_en.php?id=810
TP-Online: Germizera,https://pleiades.stoa.org/places/207129,,https://tp-online.ku.de/trefferanzeige_en.php?id=811
TP-Online: Blandiana,https://pleiades.stoa.org/places/206970,,https://tp-online.ku.de/trefferanzeige_en.php?id=812
TP-Online: Apula,https://pleiades.stoa.org/places/206927,,https://tp-online.ku.de/trefferanzeige_en.php?id=813
TP-Online: Gerulatis,https://pleiades.stoa.org/places/207130,,https://tp-online.ku.de/trefferanzeige_en.php?id=814
TP-Online: Vnam (Unam),https://pleiades.stoa.org/places/207529,,https://tp-online.ku.de/trefferanzeige_en.php?id=815
TP-Online: Egeta,https://pleiades.stoa.org/places/207107,,https://tp-online.ku.de/trefferanzeige_en.php?id=816
TP-Online: Drubetis,https://pleiades.stoa.org/places/207100,,https://tp-online.ku.de/trefferanzeige.php?id=817
TP-Online: Ad cahalis,https://pleiades.stoa.org/places/703650071,,https://tp-online.ku.de/trefferanzeige_en.php?id=818
TP-Online: Amutria,https://pleiades.stoa.org/places/206886,,https://tp-online.ku.de/trefferanzeige_en.php?id=819
TP-Online: Pelendoua (Pelendova),https://pleiades.stoa.org/places/207336,,https://tp-online.ku.de/trefferanzeige_en.php?id=820
TP-Online: Castris novis,https://pleiades.stoa.org/places/222030,,https://tp-online.ku.de/trefferanzeige_en.php?id=821
TP-Online: Romula,https://pleiades.stoa.org/places/216958,,https://tp-online.ku.de/trefferanzeige_en.php?id=822
TP-Online: Acidaua,https://pleiades.stoa.org/places/216691,,https://tp-online.ku.de/trefferanzeige_en.php?id=823
TP-Online: Rusidaua (Rusidava),https://pleiades.stoa.org/places/216962,,https://tp-online.ku.de/trefferanzeige_en.php?id=824
TP-Online: Ponte Aluti,https://pleiades.stoa.org/places/216937,,https://tp-online.ku.de/trefferanzeige_en.php?id=825
TP-Online: Burridaua (Burridava),https://pleiades.stoa.org/places/216741,,https://tp-online.ku.de/trefferanzeige_en.php?id=826
TP-Online: Castra tragana,https://pleiades.stoa.org/places/216755,,https://tp-online.ku.de/trefferanzeige_en.php?id=827
TP-Online: Arutela,https://pleiades.stoa.org/places/216713,,https://tp-online.ku.de/trefferanzeige_en.php?id=828
TP-Online: Ad germani,https://pleiades.stoa.org/places/311128,,https://tp-online.ku.de/trefferanzeige_en.php?id=829
TP-Online: Pretorio,https://pleiades.stoa.org/places/216943,,https://tp-online.ku.de/trefferanzeige_en.php?id=830
TP-Online: Ponte uetere (Ponte Vetere),https://pleiades.stoa.org/places/216939,,https://tp-online.ku.de/trefferanzeige_en.php?id=831
TP-Online: Stenarum,https://pleiades.stoa.org/places/216749,,https://tp-online.ku.de/trefferanzeige_en.php?id=832
TP-Online: Cedoniae,https://pleiades.stoa.org/places/216758,,https://tp-online.ku.de/trefferanzeige_en.php?id=833
TP-Online: Acidaua,https://pleiades.stoa.org/places/207408,,https://tp-online.ku.de/trefferanzeige_en.php?id=834
TP-Online: Cleuora (Clevora),https://pleiades.stoa.org/places/207040,,https://tp-online.ku.de/trefferanzeige_en.php?id=835
TP-Online: Ad aquas,https://pleiades.stoa.org/places/206875,,https://tp-online.ku.de/trefferanzeige_en.php?id=836
TP-Online: Dortico,https://pleiades.stoa.org/places/207093,,https://tp-online.ku.de/trefferanzeige_en.php?id=837
TP-Online: Ad Malum,https://pleiades.stoa.org/places/206975,,https://tp-online.ku.de/trefferanzeige_en.php?id=838
TP-Online: Ratiaris,https://pleiades.stoa.org/places/207376,,https://tp-online.ku.de/trefferanzeige_en.php?id=839
TP-Online: Ruglata,https://pleiades.stoa.org/places/969598250,,https://tp-online.ku.de/trefferanzeige_en.php?id=840
TP-Online: Remetodia,https://pleiades.stoa.org/places/207383,,https://tp-online.ku.de/trefferanzeige_en.php?id=841
TP-Online: Almo,https://pleiades.stoa.org/places/206909,,https://tp-online.ku.de/trefferanzeige_en.php?id=842
TP-Online: Pomodiana,https://pleiades.stoa.org/places/207356,,https://tp-online.ku.de/trefferanzeige_en.php?id=843
TP-Online: Camistro,https://pleiades.stoa.org/places/207020,,https://tp-online.ku.de/trefferanzeige_en.php?id=844
TP-Online: Augustis,https://pleiades.stoa.org/places/216719,,https://tp-online.ku.de/trefferanzeige_en.php?id=845
TP-Online: Pedonianis,https://pleiades.stoa.org/places/216924,,https://tp-online.ku.de/trefferanzeige_en.php?id=846
TP-Online: Esco,https://pleiades.stoa.org/places/216907,,https://tp-online.ku.de/trefferanzeige_en.php?id=847
TP-Online: Municipium,https://pleiades.stoa.org/places/207296,,https://tp-online.ku.de/trefferanzeige_en.php?id=848
TP-Online: Iouis Pago,https://pleiades.stoa.org/places/207189,,https://tp-online.ku.de/trefferanzeige_en.php?id=849
TP-Online: Idimo,https://pleiades.stoa.org/places/207183,,https://tp-online.ku.de/trefferanzeige_en.php?id=850
TP-Online: Ad Mercurium,,,https://tp-online.ku.de/trefferanzeige_en.php?id=851
TP-Online: Horrea margi,https://pleiades.stoa.org/places/207173,,https://tp-online.ku.de/trefferanzeige_en.php?id=852
TP-Online: Praesidium Dasmini,https://pleiades.stoa.org/places/207072,,https://tp-online.ku.de/trefferanzeige_en.php?id=853
TP-Online: Praesidium Pompei,https://pleiades.stoa.org/places/207363,,https://tp-online.ku.de/trefferanzeige_en.php?id=854
TP-Online: Gramrianis,https://pleiades.stoa.org/places/207156,,https://tp-online.ku.de/trefferanzeige_en.php?id=855
TP-Online: Naisso,https://pleiades.stoa.org/places/207303,,https://tp-online.ku.de/trefferanzeige_en.php?id=856
TP-Online: Timaco Maiori,https://pleiades.stoa.org/places/207500,,https://tp-online.ku.de/trefferanzeige_en.php?id=857
TP-Online: Timaco Minori,https://pleiades.stoa.org/places/207501,,https://tp-online.ku.de/trefferanzeige_en.php?id=858
TP-Online: Conbustica,https://pleiades.stoa.org/places/207043,,https://tp-online.ku.de/trefferanzeige_en.php?id=859
